item_code,item_name,unit,final_year,final_month,total_qty
A072IBF017,(K) GULUNG AOKA KEJU 2000 60gr,PC,2025,10,29640.0
A072IBF017,(K) GULUNG AOKA KEJU 2000 60gr,PC,2025,11,22080.0
A072IBF017,(K) GULUNG AOKA KEJU 2000 60gr,PC,2025,12,45300.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2023,10,960.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2023,11,16680.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2023,12,21960.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,1,28980.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,2,31020.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,3,23160.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,4,22020.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,5,24180.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,6,9420.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,7,7200.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,8,7500.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,9,9120.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,10,5160.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,11,10260.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2024,12,5220.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,1,3240.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,2,5760.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,3,4680.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,4,2340.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,5,4920.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,6,3000.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,7,5100.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,8,7920.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,9,5100.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,10,8220.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,11,11640.0
A072IBF017,GULUNG AOKA KEJU 2000 60gr,PC,2025,12,8520.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2023,7,780.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2023,8,13440.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2023,9,6480.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2023,10,9540.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2023,11,23220.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2023,12,8160.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,1,5940.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,2,2700.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,3,3360.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,4,1860.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,5,1440.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,6,1500.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,7,3540.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,8,1920.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,9,1980.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,10,2040.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,11,1560.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2024,12,6780.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,1,2100.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,2,2040.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,3,840.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,4,5760.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,5,2280.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,6,1920.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,7,1440.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,8,3960.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,9,2400.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,10,2280.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,11,17880.0
A072IBF018,(K) MOMOTARO ORI 60pcs,PC,2025,12,18120.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2023,10,120.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2023,11,5160.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2023,12,4860.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,1,3720.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,2,2880.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,3,3420.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,4,2940.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,5,4140.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,6,1560.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,7,3720.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,8,4140.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,9,3960.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,10,2280.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,11,2940.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2024,12,2940.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,1,2340.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,2,2340.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,3,720.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,4,1620.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,5,360.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,6,1080.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,7,2580.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,8,1260.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,9,1560.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,10,1080.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,11,1860.0
A072IBF018,MOMOTARO ORI 60pcs,PC,2025,12,1440.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2023,7,48060.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2023,8,136560.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2023,9,132480.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2023,10,165660.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2023,11,135420.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2023,12,86880.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,1,100740.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,2,107160.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,3,102960.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,4,56400.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,5,35640.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,6,20970.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,7,17100.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,8,18240.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,9,28800.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,10,28140.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,11,9780.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2024,12,33360.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,1,30060.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,2,26640.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,3,25980.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,4,37440.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,5,36540.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,6,39120.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,7,37440.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,8,40860.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,9,26280.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,10,35340.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,11,29220.0
A072IBF019,(K) GULUNG AOKA CKLT 2000 60gr,PC,2025,12,57480.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2023,10,480.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2023,11,21720.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2023,12,32940.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,1,34500.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,2,41280.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,3,27600.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,4,27540.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,5,29760.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,6,3780.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,7,6960.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,8,6120.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,9,12180.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,10,7260.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,11,13920.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2024,12,6600.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,1,4260.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,2,8220.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,3,5880.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,4,2760.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,5,7560.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,6,3900.0
A072IBF019,GULUNG AOKA CKLT 2000 60gr,PC,2025,7,420.0
A072IBF019,GULUNG AOKA CKLT 60gr,PC,2025,7,8820.0
A072IBF019,GULUNG AOKA CKLT 60gr,PC,2025,8,9360.0
A072IBF019,GULUNG AOKA CKLT 60gr,PC,2025,9,11700.0
A072IBF019,GULUNG AOKA CKLT 60gr,PC,2025,10,12000.0
A072IBF019,GULUNG AOKA CKLT 60gr,PC,2025,11,15600.0
A072IBF019,GULUNG AOKA CKLT 60gr,PC,2025,12,12120.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2023,8,15360.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2023,9,6180.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2023,10,7920.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2023,11,22440.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2023,12,8400.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,1,4980.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,2,1380.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,3,2820.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,4,2100.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,5,1680.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,6,1140.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,7,3180.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,8,2040.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,9,1320.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,10,1140.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,11,1140.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2024,12,4500.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,1,2640.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,2,1260.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,3,780.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,4,4020.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,5,3840.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,6,1920.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,7,1680.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,8,2040.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,9,2100.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,10,4500.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,11,15780.0
A072IBF020,(K) MOMOTARO COKLAT 60pcs,PC,2025,12,16140.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2023,10,180.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2023,11,3420.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2023,12,4380.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,1,3180.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,2,840.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,3,2460.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,4,1620.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,5,2040.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,6,1260.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,7,3360.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,8,3660.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,9,3600.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,10,1320.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,11,2400.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2024,12,1920.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,1,1740.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,2,2100.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,3,780.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,4,1920.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,5,180.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,6,900.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,7,2340.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,8,1500.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,9,1380.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,10,1080.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,11,3240.0
A072IBF020,MOMOTARO COKLAT 60pcs,PC,2025,12,1500.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2023,7,7500.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2023,8,9120.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2023,10,32700.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2023,11,48420.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2023,12,46380.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,1,51540.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,2,45540.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,3,45840.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,4,32580.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,5,22440.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,6,24990.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,7,15420.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,8,10500.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,9,16140.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,10,11100.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,11,18720.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2024,12,12600.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,1,16680.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,2,13440.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,3,14460.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,4,7080.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,5,14640.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,6,13440.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,7,13740.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,8,20040.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,9,15720.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,10,9840.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,11,18300.0
A072IBF030,(K) AOKA  PANDAN 60pcs,PC,2025,12,20640.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2023,10,240.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2023,11,9900.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2023,12,18180.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,1,19260.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,2,18540.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,3,14940.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,4,15900.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,5,24600.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,6,15120.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,7,14160.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,8,6120.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,9,8160.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,10,5880.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,11,5520.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2024,12,5760.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,1,4320.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,2,5040.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,3,3600.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,4,3420.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,5,3300.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,6,1740.0
A072IBF030,AOKA  PANDAN 60pcs,PC,2025,7,480.0
A072IBF030,AOKA PANDAN 60pcs,PC,2025,7,1020.0
A072IBF030,AOKA PANDAN 60pcs,PC,2025,8,3060.0
A072IBF030,AOKA PANDAN 60pcs,PC,2025,9,3060.0
A072IBF030,AOKA PANDAN 60pcs,PC,2025,10,2160.0
A072IBF030,AOKA PANDAN 60pcs,PC,2025,11,5100.0
A072IBF030,AOKA PANDAN 60pcs,PC,2025,12,3180.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2023,12,120.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,1,1560.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,2,300.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,3,780.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,4,720.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,5,300.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,6,720.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,7,2640.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,8,660.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,9,1200.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,10,240.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,11,420.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2024,12,2940.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,1,1560.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,2,840.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,3,240.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,4,3360.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,5,2040.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,6,1080.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,7,840.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,8,720.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,9,1080.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,10,2520.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,11,14760.0
A072IBF032,(K) MOMOTARO KELAPA 60pcs,PC,2025,12,16800.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,1,2880.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,2,420.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,3,1440.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,4,840.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,5,900.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,6,420.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,7,960.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,8,960.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,9,840.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,10,300.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,11,420.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2024,12,780.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,1,720.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,2,660.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,3,180.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,4,960.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,5,180.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,6,840.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,7,1380.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,8,720.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,9,300.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,10,540.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,11,480.0
A072IBF032,MOMOTARO KELAPA 60pcs,PC,2025,12,600.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,2,7080.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,3,30000.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,4,29640.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,5,8700.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,6,13710.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,7,5280.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,8,3360.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,9,5640.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,10,4140.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,11,3240.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2024,12,8340.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,1,6660.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,2,8520.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,3,7320.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,4,4200.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,5,9900.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,6,12000.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,7,10980.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,8,15600.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,9,9480.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,10,10380.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,11,15120.0
A072IBF034,(K) GULUNG AOKA KELAPA 2000 60gr,PC,2025,12,18420.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,2,4620.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,3,10500.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,4,15300.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,5,17760.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,6,5700.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,7,5520.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,8,3540.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,9,3660.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,10,1980.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,11,3360.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2024,12,1620.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,1,1440.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,2,3000.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,3,2100.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,4,480.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,5,1800.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,6,900.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,7,2580.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,8,1920.0
A072IBF034,GULUNG AOKA KELAPA 2000 60gr,PC,2025,9,1920.0
